customer_id,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,customer_loyalty_flag,latitude,longitude,typical_hour_sin,typical_hour_cos,customer_age,education_level,is_male,tenure,total_children,lifetime_spend_technology,log_total_spend,total_spend,electronics_share,vegetables_share,nonalcohol_drinks_share,alcohol_drinks_share,meat_share,fish_share,hygiene_share,videogames_share,petfood_share,technology_share
1042,0,2,0,2,35182.0,6089.0,357.0,194.0,2375.0,1461.0,1894.0,765.0,333.0,355.0,288,0.1009948618975357,1,38.71807749383713,-9.192879162266252,0.49999999999999994,-0.8660254037844387,80.0,15,1,15.0,2.0,6422.0,10.922840160218605,55427.0,0.10985620726358818,0.0064409042524389845,0.0035000992296167033,0.042849152939895205,0.026358994713762903,0.03417107186027853,0.013801937683797824,0.006007902285888465,0.006404820755226442,0.11586410954947664
1046,0,5,3,2,72273.0,21.0,148.0,206.0,500.0,980.0,1264.0,638.0,284.0,573.0,39,0.35148684479971776,1,38.76058538655234,-9.164772976515314,0.49999999999999994,-0.8660254037844387,81.0,17,0,10.0,5.0,305.0,11.254064058326641,77192.0,0.00027204891698618094,0.001917297129235942,0.0026686703285311083,0.006477355166337642,0.012695616126021778,0.016374753860501558,0.008265105192246831,0.0036791377344797807,0.0074230490206229375,0.003951186651465962
1073,1,1,0,5,30406.0,1532.0,312.0,935.0,467.0,1009.0,1630.0,2235.0,2073.0,278.0,298,0.6449870678485039,1,38.75328199018811,-9.1254018361297,-0.25881904510252157,0.9659258262890681,52.0,17,1,25.0,2.0,3605.0,10.702862372693247,44482.0,0.03444089744165406,0.007014073108221975,0.02101973832111393,0.010498628658780968,0.02268333258396145,0.03664403578974942,0.05024504293870549,0.04660312036328254,0.006249718987454195,0.0810440178049366
1077,1,0,0,2,52291.0,10611.0,1458.0,800.0,220.0,799.0,1280.0,26.0,756.0,355.0,319,1.0,1,38.72813273368078,-9.133659140892068,-0.25881904510252157,0.9659258262890681,36.0,22,0,10.0,1.0,11367.0,11.289331812375634,79963.0,0.13269887322885177,0.01823343296274299,0.010004627140051023,0.0027512724635140313,0.00999212135612596,0.016007403424081638,0.0003251503820516583,0.009454372647348218,0.004439553293397642,0.14215324587619999
1120,2,2,1,4,30120.0,4619.0,909.0,1001.0,674.0,2092.0,2809.0,1322.0,235.0,455.8,257,0.12171237772868171,1,38.74800422325705,-9.186621965275794,0.25881904510252096,-0.9659258262890682,76.0,17,1,10.0,4.0,4854.0,10.801447293725559,49090.8,0.0940909498317212,0.018516707814902483,0.020390786053594484,0.0137296601399827,0.04261490951460505,0.05722049752701989,0.02692968947337853,0.004787047674919784,0.009284835447780585,0.09887799750664099
1294,0,0,0,4,20804.0,17236.0,896.0,299.0,74.0,623.0,741.0,344.0,624.0,504.0,75,0.7190402335175881,1,38.75903138385402,-9.133913175933484,-0.25881904510252157,0.9659258262890681,77.0,22,1,9.0,0.0,17860.0,11.002199836204571,60005.0,0.2872427297724711,0.014932088992581463,0.004982918090158323,0.0012332305641194513,0.0103824681276543,0.012348970919088018,0.005732855595366098,0.010399133405547805,0.008399300058327073,0.2976418631780189
1299,0,1,2,1,13087.0,12008.0,39.0,210.0,1093.0,1091.0,2422.0,411.0,1684.0,458.0,159,0.2285824004020004,1,38.75627868286474,-9.148972519825962,-0.5000000000000004,0.8660254037844385,69.0,12,1,9.0,1.0,13692.0,10.740648493234978,46195.0,0.25994155211597364,0.0008442472129016465,0.004545946531008866,0.023660569325679476,0.023617274596812725,0.052429916657635585,0.008897066782117352,0.03645416170580443,0.009914492910486003,0.29639571382177804
1303,0,1,1,1,9852.0,6352.0,106.0,531.0,790.0,1249.0,620.0,186.9999999999999,3867.0,149.0,73,0.1345488040645731,1,38.74584610530016,-9.180459958072808,-0.7071067811865477,0.7071067811865471,62.0,12,1,6.0,1.0,10219.0,10.431848529391178,33922.0,0.18725311007600165,0.003124815753787181,0.01565355816283956,0.023288721183885596,0.03681976298566216,0.018277224220264645,0.0055126466599830426,0.1139968162254248,0.004392429691644245,0.30124992630142644
1310,2,5,0,4,29633.0,6514.0,493.0,915.0,1080.0,1485.0,1037.0,206.0000000000001,221.0,911.0,212,0.1785604562008282,1,38.75657096623434,-9.14509300117734,0.7071067811865476,-0.7071067811865475,36.0,22,0,9.0,7.0,6735.0,10.804278785363332,49230.0,0.1323176924639179,0.010014218972169406,0.018586227909807317,0.021937842778788963,0.030164533820834824,0.021064391631114957,0.00418444038188012,0.00448913264269663,0.018504976640256247,0.13680682510661452
1338,1,0,0,2,44144.0,18915.0,1479.0,67.0,887.0,1323.0,1434.0,1414.0,394.0,327.0,100,0.4518535784538295,1,38.74845767479224,-9.166563946925251,-0.7071067811865472,-0.7071067811865479,84.0,17,0,8.0,1.0,19309.0,11.404159156177569,89693.0,0.21088602232055892,0.01648958112673046,0.0007469925189255854,0.00988928901920887,0.014750314963261933,0.01598786973342223,0.015764886891951907,0.004392761976965383,0.0036457694580397976,0.2152787842975243
1342,3,1,0,1,26853.0,5670.4,1643.0,769.0,2278.0,1615.0,2736.0,743.0,455.0,423.0,467,0.256727079862915,1,38.707944482267656,-9.164180640472456,0.49999999999999994,-0.8660254037844387,39.0,15,1,17.0,4.0,6125.4,10.8059186823037,49310.8,0.11499306439966193,0.03331927285705498,0.015594960941616118,0.04619677636541159,0.03275144593070225,0.05548480251789557,0.015067693081431438,0.009227187553231903,0.008578242494543066,0.12422025195289384
1364,3,4,1,5,38347.0,6121.8,382.0,1316.0,2523.0,1131.0,1940.0,352.0,584.0,354.0,271,0.1989356746654311,1,38.78053979462148,-9.146079164513802,0.25881904510252096,-0.9659258262890682,32.0,22,1,4.0,7.0,6705.8,10.998051658357669,59756.600000000006,0.10244558760034833,0.006392599311204721,0.022022671972631972,0.04222127764965841,0.01892677963605377,0.0324650331511444,0.005890562716083932,0.009772979051684704,0.005924031822425318,0.11221856665203304
1377,4,0,1,6,19204.0,5533.0,436.0,788.0,2574.0,1958.0,1655.0,1518.0,433.99999999999994,377.0,196,0.2257589730707902,1,38.738659728697606,-9.170003292054496,0.49318516525781375,-0.6113392202930191,76.0,15,0,15.0,4.0,5967.0,10.607698305452052,40444.0,0.13680644842247633,0.010780338245472561,0.019483730590441232,0.06364355652258341,0.04841261991888824,0.0409207793492135,0.0375333794876774,0.01073088715260342,0.009321531005832925,0.14753733557507975
1390,1,0,1,6,13874.0,664.0,1806.0,596.0,183.0,113.0,127.99999999999989,2134.0,1765.0,348.0,171,0.1835989694908988,1,38.75802606849745,-9.07234564026042,0.7071067811865476,-0.7071067811865475,47.0,17,0,7.0,1.0,2429.0,10.087515985121769,24040.0,0.02762063227952262,0.0751247920132799,0.024792013311137773,0.007612312811976866,0.004700499168051289,0.005324459234606766,0.08876871880195975,0.07341930116469492,0.014475873544087156,0.10103993344421754
1553,5,4,1,5,26058.0,6279.0,535.0,1760.0,725.0,1738.0,1885.0,1250.1999999999998,512.0,98.0,315,0.1967501128814212,1,38.778705067021264,-9.143992458737516,0.8660254037844387,-0.49999999999999983,39.0,22,1,16.0,9.0,6791.0,10.771264282104653,47631.2,0.13182535816856772,0.011232133559513255,0.03695057021447351,0.015221115571303009,0.03648868808679259,0.03957490048538782,0.026247501637576578,0.010749256789665021,0.0020574749323968205,0.14257461495823273
1586,2,1,3,5,19611.0,3084.0,845.0,706.0,31.0,800.0,14.0,654.0,1981.0,251.0,203,0.3245954539519479,1,38.79793905914986,-9.204773976712202,-0.2588190451025208,-0.9659258262890683,77.0,17,0,13.0,3.0,5065.0,10.405565022544408,33042.0,0.09333575449425177,0.02557351249923565,0.021366745354390967,0.0009381998668358641,0.024211609466731975,0.0004237031656678096,0.01979299073905339,0.05995399794199505,0.007596392470187158,0.15328975243624682
1635,0,0,2,6,9766.0,2669.0,533.0,438.0,361.0,558.0,818.0,644.0,1285.0,175.0,231,0.6539018255833257,1,38.73103244706473,-9.141832593188274,-0.7071067811865477,0.7071067811865471,80.0,22,0,8.0,0.0,3954.0,9.961850795833042,21201.0,0.12589028819389372,0.02514032356963108,0.020659402858345992,0.01702749870288334,0.02631951323049558,0.03858308570348635,0.03037592566386945,0.06061034856843516,0.00825432762605148,0.1865006367623289
1660,1,0,2,3,33773.0,3498.0,482.0,584.0,842.0,1437.0,1061.0,1575.0,328.0,513.0,556,0.7580224638301811,1,38.74869269117023,-9.188657838842056,0.25881904510252096,-0.9659258262890682,47.0,22,0,13.0,1.0,3826.0,10.777288232789331,47919.0,0.07299818443622091,0.010058640622715404,0.01218723262171327,0.01757131826623728,0.029988104927058164,0.02214153049937976,0.032867964690408216,0.0068448840752088225,0.010705565642018676,0.07984306851142974
1679,0,1,0,1,10404.0,19338.000000000004,227.0,1181.0,834.0,1183.0,1523.0,409.0,476.0,234.0,45,0.271879304192693,1,38.776185281242874,-9.181072344696103,-0.9659258262890683,0.2588190451025203,30.0,12,1,9.0,1.0,19814.000000000004,10.926370041778855,55623.0,0.3476619384067118,0.004081045610627963,0.021232224079963103,0.014993797529796129,0.02126818042895542,0.027380759757649288,0.007353073368928797,0.008557611060171413,0.004206892832101072,0.35621954946688317
1737,2,4,0,2,9631.0,5181.0,1085.0,1299.0,2314.0,1853.0,2111.0,1785.0,428.0,420.0,296,0.10086021734745781,1,38.7417592329809,-9.1591863661806,0.7071067811865476,-0.7071067811865475,26.999999999999996,17,0,13.400000000000091,6.0,5609.0,10.36460809372245,31716.0,0.16335603480887773,0.03420986252994255,0.04095724555428145,0.07296002017906641,0.058424769832242894,0.06655946525410943,0.056280741581518384,0.013494766048677798,0.013242527430945502,0.17685080085755553
1800,1,0,2,5,32119.0,4449.0,1070.0,1023.0,994.0,1393.0,1783.0,711.0,293.0,831.0,574,0.2586677067476392,1,38.78628075723957,-9.153649053614448,0.25881904510252096,-0.9659258262890682,45.0,17,0,17.0,1.0,4742.0,10.807887872816934,49408.0,0.09004614637303877,0.021656411917094064,0.02070514896372638,0.020118199481861214,0.028193814766833674,0.03608727331605487,0.01439038212434942,0.005930213730568748,0.016819138601032867,0.09597636010360752
1828,0,1,1,2,3841.0,10840.0,442.0,197.0,150.9999999999999,636.0,717.0,1239.0,401.0,378.0,600,0.2449562012900577,1,38.718127634844706,-9.13206951657424,-0.7071067811865472,-0.7071067811865479,71.0,22,0,8.0,1.0,11241.0,10.311748747946293,30083.0,0.36033640261929983,0.014692683575436394,0.006548549014391334,0.005019446198848176,0.021141508493161872,0.023834059103140032,0.0411860519229993,0.01332978758766967,0.012565236179898093,0.3736661902069695
1881,2,0,2,2,7997.0,1809.0,198.0,247.0,708.0,739.0,78.0,409.0,1838.0,329.0,57,0.6112264457228778,1,38.74746360822797,-9.155835165341472,0.8660254037844387,-0.49999999999999983,28.0,15,0,8.0,2.0,3647.0,9.798127036878302,17999.0,0.1005055836434799,0.011000611145057503,0.0137229846102485,0.03933551863990258,0.04105783654645199,0.004333574087446895,0.02272348463802282,0.10211678426573581,0.018278793266282414,0.2026223679092157
1920,1,1,1,8,19848.0,6851.0,1846.0,750.0,2559.0,655.0,1229.0,1013.0,1370.0,378.0,331,0.1861027465591774,1,38.770352437959765,-9.128425004002905,0.25881904510252096,-0.9659258262890682,81.0,22,1,14.0,2.0,8221.0,10.70819846893854,44720.0,0.1531976744185704,0.04127906976743263,0.016771019677992674,0.057222719141311,0.014646690518780267,0.027482110912337328,0.022652057245075435,0.03063506261179995,0.008452593917708306,0.18383273703037034
1946,2,4,1,2,26164.0,5635.0,460.0,1319.0,3138.0,1068.0,1792.0,571.0,315.0,235.0,184,0.28479225220485,1,38.74211762757562,-9.127795922476167,0.9659258262890684,-0.25881904510252063,68.0,22,1,12.0,6.0,5950.0,10.750385332901992,46647.0,0.12080090895446208,0.00986129869016017,0.028276202113741877,0.0672712071515709,0.02289536304585013,0.03841618967992831,0.012240872939307514,0.006752845842174899,0.005037837374320956,0.12755375479663697
1963,1,1,1,4,45810.0,1138.0,203.0,761.0,1183.0,773.0,28.999999999999886,2370.0,247.0,329.0,485,0.3444869220409498,1,38.75642232589647,-9.144974499617003,-0.2588190451025208,-0.9659258262890683,79.0,17,1,16.0,2.0,1385.0,10.900971099687215,54228.0,0.020985468761521544,0.0037434535664225598,0.01403334070959393,0.021815298369841814,0.014254628605146005,0.0005347790809175064,0.04370435937153432,0.004554842516780159,0.0060669764697193216,0.0255403112783017
2010,1,1,1,1,3883.0,18708.0,190.0,176.0,51.0,1005.6,1068.0,167.0,604.0,367.0,259,0.7211139394664847,1,38.773496402099845,-9.139962416944416,-0.7071067811865477,0.7071067811865471,29.0,22,1,2.0,2.0,19312.0,10.726183831903747,45531.6,0.41087947711031225,0.004172926055749376,0.0038654472937467905,0.0011201012044379905,0.022085760219271434,0.023456236987054388,0.003667782375316557,0.013265512303540122,0.008060336118210637,0.42414498941385237
2025,5,1,0,3,3953.0,4573.0,992.0,756.0,3207.0,2317.0,1294.0,265.0,283.0,665.0,421,0.1324674863665944,1,38.71914112470943,-9.11776207490602,0.25881904510252096,-0.9659258262890682,67.0,15,1,5.0,6.0,4856.0,10.050268283744323,23161.0,0.19744397910271688,0.04283062043951348,0.03264107767366148,0.1384655239410481,0.1000388584257588,0.05586978109751053,0.011441647597249064,0.012218816113288624,0.02871205906479482,0.2096627952160055
2029,1,4,1,4,7628.0,4897.0,1573.0,519.0,2688.0,1942.0,1245.0,1239.0,328.0,650.0,302,0.03422384406138207,1,38.78065603796322,-9.125563128417529,0.7071067811865476,-0.7071067811865475,42.0,22,0,17.0,5.0,5225.0,10.237635661893249,27934.0,0.1753060786138128,0.05631130521942568,0.018579508842264416,0.09622682036224807,0.06952101381826108,0.04456934202046088,0.04435455001072372,0.011741963198964795,0.02326913438819243,0.1870480418127776
2042,2,1,2,4,3906.0000000000036,1847.0,199.0,1519.0,581.0,769.0,1444.0,554.0,151.0,726.8,348,0.5266117990864978,1,38.784485527558246,-9.159441165186854,1.0,5.551115123125783e-17,49.0,15,1,5.0,3.0,1998.0,9.524844495471163,13694.800000000003,0.13486870929101927,0.014531062885172082,0.11091801267626328,0.04242486199138181,0.056152700294961465,0.1054414814381331,0.04045331074565494,0.011026082892768766,0.05307123871830688,0.14589479218378804
2064,2,1,2,2,7033.000000000004,1950.0,155.0,230.00000000000006,284.0,451.0,347.0,10.0,1573.0,406.0,8,1.0,1,38.748557026844544,-9.155872981388134,0.7071067811865476,-0.7071067811865475,33.0,15,1,6.0,3.0,3523.0,9.67802882326448,15962.000000000004,0.12216514221267873,0.009710562586136002,0.014409221902008263,0.017792256609436286,0.028254604686111847,0.021739130434768984,0.0006264879087829678,0.09854654805156084,0.025435409096588493,0.22071169026423956
2105,1,1,2,2,7405.0,17482.0,287.0,447.0,751.0,687.0,1179.0,797.0,513.0,170.0,87,1.0,1,38.718091520066665,-9.184196197990405,0.8660254037844387,-0.49999999999999983,29.0,17,1,1.0,2.0,17995.0,10.772980134861644,47713.0,0.3663990945863043,0.006015132144278077,0.009368515918091638,0.015739945088337405,0.014398591578811981,0.024710246683288684,0.016704042923308803,0.010751786724789733,0.0035629702596769093,0.37715088131109403
2138,2,2,3,3,45324.0,3298.9999999999995,87.0,363.0,384.0,1350.0,300.0,504.0,109.0,509.0,74,0.1309010624791707,1,38.784919098482675,-9.188901826178244,-0.9659258262890683,-0.25881904510252063,85.0,22,0,12.0,4.0,3407.9999999999995,10.926621700028281,55637.0,0.05929507342235215,0.0015637076046512999,0.006524435178027837,0.00690188184121953,0.024264428348037412,0.005392095188452758,0.009058719916600634,0.0019591279184711687,0.009148588169741513,0.06125420134082332
2143,0,1,0,2,8548.0,26291.0,159.0,67.0,989.0,690.0,774.0,324.0,1110.0,237.0,159,0.1029772282757,1,38.73385498409182,-9.154449720223388,0.8660254037844387,-0.49999999999999983,82.0,12,0,6.0,1.0,27401.0,11.10632471226177,66590.0,0.3948190418981236,0.0023877459077936048,0.001006157080642588,0.014852079891873426,0.010361916203632623,0.011623366871900943,0.004865595434749232,0.01666916954497422,0.003559092956899901,0.4114882114430979
2181,1,2,3,2,61197.0,2683.0,249.0,373.0,523.0,947.0,1617.0,719.0,59.0,487.0,64,0.1720827529451181,1,38.75026415169015,-9.192775522843116,-0.9659258262890683,-0.25881904510252063,69.0,15,1,12.0,3.0,2742.0,11.17880845262959,71596.0,0.037474160567624246,0.0034778479244645683,0.005209788256326442,0.007304877367449675,0.013226995921558017,0.02258506061790846,0.010042460472650701,0.000824068383708472,0.006802055980780099,0.03829822895133272
2262,0,1,0,5,37155.0,2831.0,524.0,548.0,1193.0,685.0,1416.0,848.0,116.0,992.0,388,0.02558835929025932,1,38.76298984963332,-9.12202283103239,0.8660254037844387,-0.49999999999999983,26.000000000000004,22,0,7.0,1.0,2947.0,10.804786466591047,49255.0,0.057476398335182734,0.010638513856459114,0.011125774033090828,0.02422089128006817,0.013907217541363537,0.028748350421271194,0.017216526240987268,0.0023550908537199565,0.02014008730077756,0.05983148918890269
2390,1,1,1,4,50805.0,6148.0,269.0,1152.0,542.0,869.0,1219.0,1591.0,2314.0,291.0,492,0.4113571954406366,0,38.71166854490715,-9.152937809827035,-0.4999999999999998,-0.8660254037844388,34.0,15,1,14.0,2.0,8462.0,11.20725591683737,73662.0,0.08346230077922355,0.003651815047106561,0.015638999755638507,0.007357932176697978,0.011797127419834949,0.016548559637259843,0.021598653308351444,0.031413754717489153,0.003950476500773269,0.1148760554967127
2442,0,0,1,2,38385.0,12140.0,1101.0,429.0,16.0,893.0,479.0,831.0,2493.0,331.0,173,0.5500531004337328,1,38.77699956270614,-9.187264912595474,-0.4999999999999998,-0.8660254037844388,46.0,15,1,12.0,0.0,14633.0,11.180692231068315,71731.0,0.16924342334553133,0.015349012281995882,0.005980677810150984,0.00022305558266297375,0.012449289707377222,0.006677726505972777,0.011584949324558199,0.0347548479736746,0.0046144623663402695,0.20399827131920592
