customer_id,cluster,cluster_name
657,3,Promoters
658,2,Regulars
659,3,Promoters
660,4,Wellness
662,5,Families
663,3,Promoters
664,0,Loyalists
665,6,Economizers
666,3,Promoters
667,6,Economizers
668,4,Wellness
669,1,Vegetarians
670,6,Economizers
671,0,Loyalists
673,7,Techies
674,1,Vegetarians
675,4,Wellness
676,1,Vegetarians
677,2,Regulars
678,1,Vegetarians
679,2,Regulars
680,2,Regulars
681,2,Regulars
682,1,Vegetarians
685,4,Wellness
686,6,Economizers
687,3,Promoters
688,3,Promoters
689,2,Regulars
691,3,Promoters
692,7,Techies
694,0,Loyalists
695,0,Loyalists
696,3,Promoters
697,5,Families
699,3,Promoters
700,3,Promoters
701,2,Regulars
703,7,Techies
704,4,Wellness
705,7,Techies
707,1,Vegetarians
708,4,Wellness
709,4,Wellness
710,1,Vegetarians
712,2,Regulars
713,6,Economizers
714,6,Economizers
715,3,Promoters
717,5,Families
718,3,Promoters
719,1,Vegetarians
721,6,Economizers
722,0,Loyalists
723,2,Regulars
725,2,Regulars
726,6,Economizers
727,2,Regulars
728,5,Families
729,6,Economizers
730,6,Economizers
731,2,Regulars
732,4,Wellness
733,1,Vegetarians
734,2,Regulars
735,0,Loyalists
736,0,Loyalists
737,7,Techies
738,6,Economizers
739,2,Regulars
741,4,Wellness
742,2,Regulars
743,6,Economizers
744,1,Vegetarians
745,0,Loyalists
746,7,Techies
747,6,Economizers
748,2,Regulars
749,1,Vegetarians
752,3,Promoters
753,1,Vegetarians
754,5,Families
755,5,Families
757,5,Families
758,3,Promoters
759,2,Regulars
760,4,Wellness
761,3,Promoters
762,6,Economizers
763,6,Economizers
764,2,Regulars
765,4,Wellness
766,7,Techies
767,3,Promoters
768,1,Vegetarians
769,6,Economizers
770,1,Vegetarians
771,2,Regulars
772,4,Wellness
773,1,Vegetarians
776,0,Loyalists
777,1,Vegetarians
779,4,Wellness
780,2,Regulars
781,4,Wellness
782,6,Economizers
783,6,Economizers
785,2,Regulars
787,7,Techies
788,2,Regulars
789,6,Economizers
791,7,Techies
792,4,Wellness
793,3,Promoters
794,2,Regulars
795,1,Vegetarians
797,2,Regulars
798,5,Families
799,3,Promoters
800,5,Families
803,2,Regulars
804,4,Wellness
805,2,Regulars
806,7,Techies
808,3,Promoters
809,7,Techies
810,6,Economizers
811,0,Loyalists
812,0,Loyalists
813,6,Economizers
814,6,Economizers
815,6,Economizers
816,6,Economizers
817,0,Loyalists
818,5,Families
819,2,Regulars
820,2,Regulars
821,2,Regulars
822,6,Economizers
823,4,Wellness
824,0,Loyalists
826,4,Wellness
827,0,Loyalists
830,1,Vegetarians
831,2,Regulars
832,2,Regulars
833,7,Techies
834,6,Economizers
835,3,Promoters
836,1,Vegetarians
837,1,Vegetarians
838,6,Economizers
839,4,Wellness
840,6,Economizers
842,3,Promoters
843,2,Regulars
844,3,Promoters
845,2,Regulars
846,6,Economizers
847,3,Promoters
848,5,Families
849,5,Families
851,1,Vegetarians
852,5,Families
853,5,Families
854,4,Wellness
855,2,Regulars
856,7,Techies
857,4,Wellness
859,1,Vegetarians
860,2,Regulars
862,0,Loyalists
863,4,Wellness
864,3,Promoters
865,1,Vegetarians
866,1,Vegetarians
867,7,Techies
868,1,Vegetarians
870,6,Economizers
873,3,Promoters
874,7,Techies
875,5,Families
876,4,Wellness
878,1,Vegetarians
879,1,Vegetarians
880,4,Wellness
881,5,Families
883,4,Wellness
884,1,Vegetarians
886,6,Economizers
887,2,Regulars
889,2,Regulars
890,6,Economizers
891,4,Wellness
893,3,Promoters
894,6,Economizers
896,3,Promoters
897,2,Regulars
898,6,Economizers
899,3,Promoters
900,3,Promoters
901,3,Promoters
902,0,Loyalists
903,7,Techies
904,3,Promoters
905,2,Regulars
906,2,Regulars
907,1,Vegetarians
908,5,Families
909,1,Vegetarians
910,1,Vegetarians
911,0,Loyalists
913,2,Regulars
914,6,Economizers
916,2,Regulars
917,3,Promoters
918,3,Promoters
919,3,Promoters
920,2,Regulars
921,0,Loyalists
922,2,Regulars
923,2,Regulars
924,1,Vegetarians
925,4,Wellness
926,2,Regulars
927,6,Economizers
928,2,Regulars
929,3,Promoters
930,6,Economizers
931,4,Wellness
933,7,Techies
934,0,Loyalists
935,7,Techies
936,2,Regulars
937,3,Promoters
938,5,Families
939,7,Techies
940,4,Wellness
941,1,Vegetarians
942,7,Techies
944,4,Wellness
945,3,Promoters
946,0,Loyalists
947,5,Families
948,3,Promoters
950,5,Families
951,6,Economizers
953,6,Economizers
954,4,Wellness
955,2,Regulars
956,0,Loyalists
957,5,Families
958,2,Regulars
960,7,Techies
962,1,Vegetarians
963,1,Vegetarians
964,0,Loyalists
965,5,Families
966,3,Promoters
967,7,Techies
968,4,Wellness
969,6,Economizers
970,2,Regulars
973,6,Economizers
974,4,Wellness
975,4,Wellness
977,7,Techies
978,2,Regulars
979,7,Techies
980,2,Regulars
981,2,Regulars
982,7,Techies
983,1,Vegetarians
986,2,Regulars
989,5,Families
990,3,Promoters
991,7,Techies
992,5,Families
993,2,Regulars
994,2,Regulars
996,2,Regulars
997,1,Vegetarians
998,6,Economizers
999,5,Families
1000,4,Wellness
1001,4,Wellness
1002,1,Vegetarians
1003,5,Families
1004,2,Regulars
1007,1,Vegetarians
1008,1,Vegetarians
1009,1,Vegetarians
1011,3,Promoters
1014,3,Promoters
1015,6,Economizers
1016,2,Regulars
1018,6,Economizers
1019,4,Wellness
1021,7,Techies
1022,3,Promoters
1023,5,Families
1024,2,Regulars
1025,2,Regulars
1026,7,Techies
1027,0,Loyalists
1028,7,Techies
1029,4,Wellness
1030,0,Loyalists
1031,2,Regulars
1032,0,Loyalists
1033,4,Wellness
1034,6,Economizers
1035,0,Loyalists
1038,6,Economizers
1039,6,Economizers
1040,5,Families
1041,4,Wellness
1042,5,Families
1043,6,Economizers
1044,0,Loyalists
1045,3,Promoters
1046,2,Regulars
1048,6,Economizers
1049,2,Regulars
1050,6,Economizers
1051,1,Vegetarians
1052,2,Regulars
1055,7,Techies
1058,3,Promoters
1060,0,Loyalists
1061,2,Regulars
1063,0,Loyalists
1064,5,Families
1065,7,Techies
1066,7,Techies
1067,1,Vegetarians
1068,6,Economizers
1069,0,Loyalists
1071,7,Techies
1072,7,Techies
1073,0,Loyalists
1074,5,Families
1075,5,Families
1076,7,Techies
1077,3,Promoters
1078,2,Regulars
1079,1,Vegetarians
1080,1,Vegetarians
1082,2,Regulars
1083,2,Regulars
1084,3,Promoters
1085,6,Economizers
1086,7,Techies
1087,3,Promoters
1088,2,Regulars
1089,5,Families
1090,4,Wellness
1091,2,Regulars
1092,3,Promoters
1093,4,Wellness
1094,5,Families
1095,0,Loyalists
1096,1,Vegetarians
1097,5,Families
1098,4,Wellness
1099,7,Techies
1101,3,Promoters
1103,7,Techies
1104,7,Techies
1105,5,Families
1106,6,Economizers
1108,2,Regulars
1110,3,Promoters
1111,3,Promoters
1112,1,Vegetarians
1113,2,Regulars
1114,5,Families
1115,7,Techies
1117,1,Vegetarians
1118,6,Economizers
1119,0,Loyalists
1120,5,Families
1121,3,Promoters
1122,5,Families
1123,2,Regulars
1124,4,Wellness
1125,6,Economizers
1126,2,Regulars
1127,3,Promoters
1128,3,Promoters
1129,6,Economizers
1130,2,Regulars
1131,4,Wellness
1132,0,Loyalists
1133,5,Families
1134,1,Vegetarians
1135,6,Economizers
1136,4,Wellness
1137,2,Regulars
1138,3,Promoters
1139,7,Techies
1140,7,Techies
1141,3,Promoters
1142,2,Regulars
1143,6,Economizers
1145,0,Loyalists
1146,7,Techies
1150,5,Families
1152,6,Economizers
1153,5,Families
1154,5,Families
1155,2,Regulars
1156,7,Techies
1157,1,Vegetarians
1158,1,Vegetarians
1159,4,Wellness
1160,7,Techies
1163,2,Regulars
1164,5,Families
1167,5,Families
1168,6,Economizers
1170,5,Families
1171,6,Economizers
1172,5,Families
1173,0,Loyalists
1175,4,Wellness
1177,7,Techies
1178,2,Regulars
1179,2,Regulars
1180,4,Wellness
1181,4,Wellness
1182,3,Promoters
1183,7,Techies
1184,5,Families
1186,3,Promoters
1187,0,Loyalists
1189,6,Economizers
1190,5,Families
1191,7,Techies
1193,5,Families
1194,2,Regulars
1196,1,Vegetarians
1197,4,Wellness
1199,6,Economizers
1200,3,Promoters
1201,0,Loyalists
1203,6,Economizers
1205,3,Promoters
1206,2,Regulars
1207,5,Families
1208,3,Promoters
1209,5,Families
1210,4,Wellness
1211,5,Families
1212,3,Promoters
1213,2,Regulars
1216,1,Vegetarians
1217,4,Wellness
1218,2,Regulars
1219,6,Economizers
1221,5,Families
1222,0,Loyalists
1223,2,Regulars
1224,5,Families
1227,7,Techies
1228,4,Wellness
1229,6,Economizers
1230,5,Families
1231,2,Regulars
1233,3,Promoters
1234,6,Economizers
1235,4,Wellness
1236,1,Vegetarians
1237,1,Vegetarians
1238,1,Vegetarians
1239,0,Loyalists
1240,7,Techies
1241,2,Regulars
1242,0,Loyalists
1243,4,Wellness
1245,5,Families
1246,2,Regulars
1247,1,Vegetarians
1249,0,Loyalists
1250,2,Regulars
1251,6,Economizers
1252,0,Loyalists
1253,7,Techies
1255,5,Families
1256,2,Regulars
1257,6,Economizers
1258,6,Economizers
1259,1,Vegetarians
1261,5,Families
1262,3,Promoters
1263,2,Regulars
1264,2,Regulars
1265,3,Promoters
1266,4,Wellness
1268,2,Regulars
1269,3,Promoters
1271,3,Promoters
1272,2,Regulars
1273,1,Vegetarians
1274,6,Economizers
1275,0,Loyalists
1277,3,Promoters
1278,6,Economizers
1279,2,Regulars
1280,1,Vegetarians
1281,6,Economizers
1282,7,Techies
1283,0,Loyalists
1284,1,Vegetarians
1285,2,Regulars
1286,0,Loyalists
1289,5,Families
1290,6,Economizers
1291,4,Wellness
1292,4,Wellness
1293,4,Wellness
1294,7,Techies
1295,2,Regulars
1296,2,Regulars
1297,4,Wellness
1298,3,Promoters
1299,7,Techies
1300,2,Regulars
1301,5,Families
1302,6,Economizers
1303,7,Techies
1304,7,Techies
1305,3,Promoters
1306,2,Regulars
1307,2,Regulars
1310,5,Families
1311,6,Economizers
1312,0,Loyalists
1313,5,Families
1314,1,Vegetarians
1315,7,Techies
1316,2,Regulars
1317,6,Economizers
1318,3,Promoters
1320,6,Economizers
1321,0,Loyalists
1322,1,Vegetarians
1323,1,Vegetarians
1324,2,Regulars
1326,0,Loyalists
1327,3,Promoters
1328,3,Promoters
1329,4,Wellness
1330,3,Promoters
1331,1,Vegetarians
1332,6,Economizers
1333,0,Loyalists
1334,6,Economizers
1335,0,Loyalists
1336,5,Families
1338,7,Techies
1339,7,Techies
1340,4,Wellness
1341,5,Families
1342,5,Families
1343,3,Promoters
1344,4,Wellness
1345,3,Promoters
1346,0,Loyalists
1347,5,Families
1348,6,Economizers
1349,1,Vegetarians
1350,6,Economizers
1351,1,Vegetarians
1352,7,Techies
1353,5,Families
1354,1,Vegetarians
1355,6,Economizers
1356,3,Promoters
1357,2,Regulars
1358,6,Economizers
1359,3,Promoters
1360,1,Vegetarians
1361,2,Regulars
1362,0,Loyalists
1363,0,Loyalists
1364,5,Families
1365,0,Loyalists
1366,0,Loyalists
1367,2,Regulars
1368,0,Loyalists
1370,6,Economizers
1371,5,Families
1373,2,Regulars
1374,2,Regulars
1376,4,Wellness
1377,5,Families
1378,3,Promoters
1379,0,Loyalists
1380,2,Regulars
1381,1,Vegetarians
1383,3,Promoters
1387,5,Families
1388,2,Regulars
1389,3,Promoters
1390,4,Wellness
1391,2,Regulars
1392,1,Vegetarians
1393,6,Economizers
1394,4,Wellness
1396,5,Families
1397,1,Vegetarians
1398,1,Vegetarians
1399,6,Economizers
1400,1,Vegetarians
1401,4,Wellness
1402,4,Wellness
1403,6,Economizers
1404,2,Regulars
1405,4,Wellness
1406,1,Vegetarians
1407,7,Techies
1408,7,Techies
1409,7,Techies
1411,2,Regulars
1412,0,Loyalists
1413,2,Regulars
1414,2,Regulars
1415,6,Economizers
1416,2,Regulars
1417,0,Loyalists
1418,5,Families
1419,5,Families
1420,5,Families
1421,5,Families
1422,5,Families
1423,5,Families
1424,3,Promoters
1426,3,Promoters
1427,3,Promoters
1428,1,Vegetarians
1429,5,Families
1430,1,Vegetarians
1431,6,Economizers
1432,5,Families
1433,6,Economizers
1434,3,Promoters
1435,4,Wellness
1436,7,Techies
1437,0,Loyalists
1438,6,Economizers
1439,5,Families
1440,3,Promoters
1441,2,Regulars
1442,5,Families
1443,0,Loyalists
1444,6,Economizers
1447,3,Promoters
1448,3,Promoters
1450,2,Regulars
1451,5,Families
1452,4,Wellness
1453,7,Techies
1454,0,Loyalists
1456,1,Vegetarians
1460,6,Economizers
1461,1,Vegetarians
1462,6,Economizers
1463,6,Economizers
1465,5,Families
1466,3,Promoters
1467,0,Loyalists
1468,7,Techies
1469,0,Loyalists
1471,5,Families
1472,3,Promoters
1474,7,Techies
1475,7,Techies
1476,6,Economizers
1477,5,Families
1478,1,Vegetarians
1479,5,Families
1480,1,Vegetarians
1481,3,Promoters
1483,4,Wellness
1484,2,Regulars
1485,3,Promoters
1486,6,Economizers
1487,6,Economizers
1488,1,Vegetarians
1489,6,Economizers
1490,7,Techies
1491,6,Economizers
1492,2,Regulars
1495,3,Promoters
1496,3,Promoters
1497,7,Techies
1498,1,Vegetarians
1499,1,Vegetarians
1500,7,Techies
1501,2,Regulars
1502,6,Economizers
1503,4,Wellness
1504,2,Regulars
1505,6,Economizers
1506,2,Regulars
1507,1,Vegetarians
1510,2,Regulars
1511,0,Loyalists
1512,4,Wellness
1513,2,Regulars
1514,6,Economizers
1516,6,Economizers
1517,2,Regulars
1518,1,Vegetarians
1519,1,Vegetarians
1520,4,Wellness
1522,2,Regulars
1523,2,Regulars
1524,2,Regulars
1526,4,Wellness
1527,5,Families
1528,0,Loyalists
1529,5,Families
1530,7,Techies
1531,2,Regulars
1532,2,Regulars
1533,4,Wellness
1534,2,Regulars
1535,2,Regulars
1536,2,Regulars
1537,5,Families
1538,3,Promoters
1539,5,Families
1541,0,Loyalists
1542,5,Families
1543,3,Promoters
1544,5,Families
1546,6,Economizers
1547,5,Families
1550,3,Promoters
1551,3,Promoters
1552,5,Families
1553,5,Families
1555,4,Wellness
1556,7,Techies
1557,7,Techies
1558,5,Families
1559,1,Vegetarians
1560,4,Wellness
1561,2,Regulars
1562,2,Regulars
1564,6,Economizers
1565,1,Vegetarians
1566,2,Regulars
1568,4,Wellness
1570,7,Techies
1571,3,Promoters
1572,6,Economizers
1575,3,Promoters
1579,6,Economizers
1580,1,Vegetarians
1581,7,Techies
1583,1,Vegetarians
1584,3,Promoters
1585,4,Wellness
1586,2,Regulars
1587,4,Wellness
1590,2,Regulars
1591,0,Loyalists
1592,5,Families
1593,7,Techies
1595,2,Regulars
1596,5,Families
1597,2,Regulars
1598,1,Vegetarians
1599,3,Promoters
1600,5,Families
1601,2,Regulars
1602,2,Regulars
1603,5,Families
1604,1,Vegetarians
1605,7,Techies
1606,6,Economizers
1607,5,Families
1608,0,Loyalists
1609,4,Wellness
1610,5,Families
1611,6,Economizers
1612,5,Families
1613,3,Promoters
1614,5,Families
1615,6,Economizers
1616,6,Economizers
1618,0,Loyalists
1619,3,Promoters
1620,1,Vegetarians
1621,1,Vegetarians
1622,4,Wellness
1623,2,Regulars
1625,1,Vegetarians
1626,2,Regulars
1627,1,Vegetarians
1628,3,Promoters
1629,4,Wellness
1631,5,Families
1633,2,Regulars
1635,6,Economizers
1636,5,Families
1637,6,Economizers
1638,3,Promoters
1639,2,Regulars
1641,6,Economizers
1642,4,Wellness
1643,1,Vegetarians
1644,6,Economizers
1646,4,Wellness
1647,7,Techies
1649,2,Regulars
1650,2,Regulars
1651,2,Regulars
1652,5,Families
1653,4,Wellness
1655,3,Promoters
1657,0,Loyalists
1658,2,Regulars
1659,4,Wellness
1660,0,Loyalists
1661,6,Economizers
1662,2,Regulars
1665,5,Families
1666,2,Regulars
1667,6,Economizers
1668,6,Economizers
1669,7,Techies
1670,5,Families
1671,1,Vegetarians
1672,1,Vegetarians
1673,6,Economizers
1674,3,Promoters
1675,4,Wellness
1676,6,Economizers
1677,4,Wellness
1678,2,Regulars
1679,7,Techies
1681,0,Loyalists
1682,2,Regulars
1683,2,Regulars
1684,0,Loyalists
1685,3,Promoters
1686,4,Wellness
1687,2,Regulars
1688,2,Regulars
1689,2,Regulars
1690,4,Wellness
1691,3,Promoters
1692,6,Economizers
1693,7,Techies
1694,0,Loyalists
1695,3,Promoters
1696,5,Families
1698,0,Loyalists
1699,2,Regulars
1700,4,Wellness
1701,0,Loyalists
1702,7,Techies
1703,2,Regulars
1704,4,Wellness
1705,1,Vegetarians
1707,7,Techies
1708,3,Promoters
1709,6,Economizers
1710,3,Promoters
1711,3,Promoters
1712,2,Regulars
1714,6,Economizers
1715,1,Vegetarians
1716,5,Families
1717,7,Techies
1718,3,Promoters
1719,2,Regulars
1720,2,Regulars
1721,0,Loyalists
1722,4,Wellness
1723,4,Wellness
1724,4,Wellness
1726,7,Techies
1727,6,Economizers
1728,5,Families
1729,4,Wellness
1730,7,Techies
1731,6,Economizers
1732,4,Wellness
1733,2,Regulars
1734,5,Families
1735,2,Regulars
1736,4,Wellness
1737,5,Families
1738,4,Wellness
1739,3,Promoters
1741,6,Economizers
1742,1,Vegetarians
1744,7,Techies
1746,6,Economizers
1747,2,Regulars
1749,3,Promoters
1750,3,Promoters
1751,0,Loyalists
1752,5,Families
1753,4,Wellness
1754,7,Techies
1755,5,Families
1756,1,Vegetarians
1757,4,Wellness
1758,0,Loyalists
1759,1,Vegetarians
1760,2,Regulars
1761,1,Vegetarians
1762,6,Economizers
1763,6,Economizers
1764,2,Regulars
1765,2,Regulars
1766,5,Families
1767,1,Vegetarians
1768,2,Regulars
1769,7,Techies
1770,2,Regulars
1771,0,Loyalists
1772,2,Regulars
1773,3,Promoters
1774,2,Regulars
1775,0,Loyalists
1776,6,Economizers
1778,0,Loyalists
1779,0,Loyalists
1780,1,Vegetarians
1781,3,Promoters
1782,6,Economizers
1783,7,Techies
1784,2,Regulars
1785,6,Economizers
1786,6,Economizers
1787,3,Promoters
1788,3,Promoters
1789,5,Families
1790,5,Families
1791,3,Promoters
1792,2,Regulars
1793,6,Economizers
1794,5,Families
1795,4,Wellness
1796,2,Regulars
1797,2,Regulars
1798,7,Techies
1799,3,Promoters
1800,5,Families
1801,7,Techies
